학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
서울청계초등학교,서울,초,공립,,서울특별시 노원구 공릉로 431 . 서울청계초등학교 (중계동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울초당초등학교,서울,초,공립,,서울특별시 도봉구 해등로32길 11 (방학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울태릉초등학교,서울,초,공립,,서울특별시 노원구 노원로1길 36 . 서울태릉초등학교 (공릉동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울한천초등학교,서울,초,공립,,서울특별시 노원구 마들로 45 . 서울한천초등학교 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울수암초등학교,서울,초,공립,,서울특별시 노원구 중계로12길 9 (중계동.수암초등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울오봉초등학교,서울,초,공립,,서울특별시 도봉구 시루봉로 285 . 서울오봉초등학교 (도봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창림초등학교,서울,초,공립,,서울특별시 도봉구 덕릉로63길 46 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울태랑초등학교,서울,초,공립,,서울특별시 노원구 화랑로51나길 31 . 서울태랑초등학교 (공릉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울덕암초등학교,서울,초,공립,,서울특별시 노원구 덕릉로112길 68 . 서울덕암초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울가인초등학교,서울,초,공립,,서울특별시 도봉구 도봉로136다길 4 (창동.가인초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동북초등학교,서울,초,사립,,서울특별시 도봉구 시루봉로 53 (쌍문동),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
상명초등학교,서울,초,사립,,서울특별시 노원구 덕릉로 541 . 상명초등학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
청원초등학교,서울,초,사립,,서울특별시 노원구 한글비석로 506 . (상계동.청원초/중/고등학교) (상계동),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
태강삼육초등학교,서울,초,사립,,서울특별시 노원구 화랑로 815 . 태강삼육초등학교 (공릉동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
한신초등학교,서울,초,사립,,서울특별시 도봉구 노해로49길 69 (쌍문동.한신초등학교),1,2023.0,교육활동모델교,1,2019.0,,,,,,,,,,,,,,,,,,,,1
화랑초등학교,서울,초,사립,,서울특별시 노원구 화랑로 621 . 서울여자대학교 (공릉동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
공릉중학교,서울,중,공립,남여공학,서울특별시 노원구 노원로1길 42 (공릉동.공릉중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
노곡중학교,서울,중,공립,남여공학,서울특별시 도봉구 노해로70길 95 (창동.노곡중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
노원중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로213길 26 (상계동.노원중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
노일중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로231길 24 . 노일중학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
녹천중학교,서울,중,공립,남여공학,서울특별시 노원구 월계로 376 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
도봉중학교,서울,중,공립,남여공학,서울특별시 도봉구 마들로 671 (도봉동.도봉중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
방학중학교,서울,중,공립,남여공학,서울특별시 도봉구 시루봉로 188 . 방학중학교 (방학동),0,,,0,,162.6421686746988,55.373493975903614,91.6,185.2,112.6086956521739,66.95652173913044,,,,,,,,,,,,,,0
백운중학교,서울,중,공립,남여공학,서울특별시 도봉구 도봉로129길 50 (쌍문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
북서울중학교,서울,중,공립,남여공학,서울특별시 도봉구 도봉로169가길 33 (도봉동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
불암중학교,서울,중,공립,남여공학,서울특별시 노원구 한글비석로5길 45 . 불암중학교 (하계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상경중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로227길 61 (상계동. 상경중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상계중학교,서울,중,공립,남여공학,서울특별시 노원구 노원로 398 (상계동. 상계중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상원중학교,서울,중,공립,남여공학,서울특별시 노원구 수락산로 182 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신방학중학교,서울,중,공립,남여공학,서울특별시 도봉구 시루봉로 156 . 신방학중학교 (방학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신상중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로216길 42 (상계동.신상중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신창중학교,서울,중,공립,남여공학,서울 노원구 월계로45길 92 (월계동.신창중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
온곡중학교,서울,중,공립,남여공학,서울특별시 노원구 노원로 492 (상계동.온곡중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
월계중학교,서울,중,공립,남여공학,서울특별시 노원구 월계로45가길 54 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
중계중학교,서울,중,공립,남여공학,서울특별시 노원구 덕릉로76길 23 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
중원중학교,서울,중,공립,남여공학,서울특별시 노원구 공릉로 420 (중계2.3동 511-3),0,,,0,,,,,,,,,,,,,,,,,,,,,0
중평중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로203길 87 (하계동.중평중학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
창동중학교,서울,중,공립,남여공학,서울특별시 도봉구 방학로 32 . 창동중학교 (방학동),0,,,0,,163.30689655172415,54.35862068965517,79.0,156.0,108.0,64.46153846153847,,,,,,,,,,,,,,0
창북중학교,서울,중,공립,남여공학,서울특별시 도봉구 노해로62길 33 (창동.창북중학교),0,,,1,2016.0,162.31720430107526,54.59892473118279,84.5,122.5,109.90322580645162,65.2258064516129,,,,,,,,,,,,,,0
창일중학교,서울,중,공립,남여공학,서울특별시 도봉구 노해로66길 60 (창동.창일중학교),0,,,0,,164.75212765957448,57.46702127659574,95.33333333333333,143.66666666666666,114.41379310344827,68.34482758620689,,,,,,,,,,,,,,0
하계중학교,서울,중,공립,남여공학,서울특별시 노원구 노원로 261-8 (하계동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
한천중학교,서울,중,공립,남여공학,서울특별시 노원구 공릉로 265 . 한천중학교 (공릉동),0,,,1,2020.0,164.53979591836733,54.49795918367347,103.5,165.0,99.83333333333333,50.0,,,,,,,,,,,,,,0
신도봉중학교,서울,중,공립,남여공학,서울특별시 도봉구 도봉로115길 16 (쌍문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상계제일중학교,서울,중,공립,남여공학,서울특별시 노원구 덕릉로86길 29-15 . 상계제일중학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
태랑중학교,서울,중,공립,남여공학,서울특별시 노원구 화랑로51나길 51 . 태랑중학교 (공릉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
수락중학교,서울,중,공립,남여공학,서울특별시 노원구 동일로 1729 . 수락중학교 (상계동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
을지중학교,서울,중,공립,남여공학,서울특별시 노원구 덕릉로 580 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
효문중학교,서울,중,공립,남여공학,서울특별시 도봉구 우이천로 432 (쌍문동. 효문중 고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
광운중학교,서울,중,사립,남자,서울특별시 노원구 광운로1길 24 (월계동.광운중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선덕중학교,서울,중,사립,남여공학,서울특별시 도봉구 시루봉로 53 . 선덕중학교 (쌍문동),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
재현중학교,서울,중,사립,남여공학,서울특별시 노원구 덕릉로82길 64 (중계동.재현중/고등학교),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
청원중학교,서울,중,사립,남여공학,서울특별시 노원구 한글비석로 506 . 청원중학교 (상계동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
상명중학교,서울,중,사립,남여공학,서울특별시 노원구 덕릉로 553 (중계동.상명중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
염광중학교,서울,중,사립,남여공학,서울특별시 노원구 월계로45가길 9 . 노원구 월계동 820 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
정의여자중학교,서울,중,사립,여자,서울특별시 도봉구 노해로49길 69 (쌍문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울대학교사범대학부설초등학교,서울,초,국립,,서울특별시 종로구 대학로 64 (동숭동.서울사대부설초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울광희초등학교,서울,초,공립,,서울특별시 중구 다산로 269 . 서울광희초등학교 (신당동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울교동초등학교,서울,초,공립,,서울특별시 종로구 삼일대로 446 (경운동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울금양초등학교,서울,초,공립,,서울특별시 용산구 효창원로 137 . 서울금양초등학교 (효창동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
서울남산초등학교,서울,초,공립,,서울특별시 중구 퇴계로22길 17 . 서울남산초등학교 (남산동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울남정초등학교,서울,초,공립,,서울특별시 용산구 원효로64길 17-10 . 서울남정초등학교 (원효로2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울덕수초등학교,서울,초,공립,,서울특별시 중구 덕수궁길 140 서울덕수초등학교 (정동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울독립문초등학교,서울,초,공립,,서울특별시 종로구 통일로12길 23 (무악동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울매동초등학교,서울,초,공립,,서울특별시 종로구 사직로9길 19 . 서울매동초등학교 (필운동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울명신초등학교,서울,초,공립,,서울특별시 종로구 낙산길 250 (창신동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울보광초등학교,서울,초,공립,,서울특별시 용산구 우사단로 20 (이태원동.보광초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울봉래초등학교,서울,초,공립,,서울특별시 중구 손기정로 73 (만리동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울삼광초등학교,서울,초,공립,,서울특별시 용산구 두텁바위로1나길 19 . 서울삼광초등학교 (후암동),0,,,0,,135.80731707317074,34.39430894308943,96.83333333333333,152.33333333333334,97.56756756756756,60.027027027027025,,,,,,,,,,,,,,0
서울서빙고초등학교,서울,초,공립,,서울특별시 용산구 서빙고로51길 14 . 서울서빙고초등학교 (서빙고동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울세검정초등학교,서울,초,공립,,서울특별시 종로구 세검정로9길 1 (신영동.서울세검정초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신용산초등학교,서울,초,공립,,서울특별시 용산구 이촌로 255 . 301-75번지 (이촌동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울용산초등학교,서울,초,공립,,서울 용산구 한강대로57길 33 (한강로2가.용산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울용암초등학교,서울,초,공립,,서울특별시 용산구 녹사평대로60길 39 . 서울용암초등학교 (용산동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울원효초등학교,서울,초,공립,,서울특별시 용산구 효창원로13길 38 . 서울원효초등학교 (산천동.원효초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울이태원초등학교,서울,초,공립,,서울특별시 용산구 녹사평대로40길 19 (이태원동.이태원초등학교),1,2023.0,교육활동 모델교,1,2015.0,,,,,,,,,,,,,,,,,,,,1
서울장충초등학교,서울,초,공립,,서울특별시 중구 청구로17길 40 . 서울장충초등학교 (신당동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울재동초등학교,서울,초,공립,,서울특별시 종로구 북촌로4길 7 . 서울재동초등학교 (가회동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창신초등학교,서울,초,공립,,서울특별시 종로구 지봉로 73 . 서울창신초등학교 (창신동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울청구초등학교,서울,초,공립,,서울특별시 중구 다산로 170 (신당동.청구초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울청운초등학교,서울,초,공립,,서울특별시 종로구 자하문로 105 . 청운초등학교 (청운동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울청파초등학교,서울,초,공립,,서울특별시 용산구 효창원로 228 . 서울청파초등학교 (청파동2가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울충무초등학교,서울,초,공립,,서울 중구 퇴계로50길 13 (장충동2가.충무초등학교),1,2023.0,교육활동 모델교,1,2019.0,,,,,,,,,,,,,,,,,,,,1
서울한강초등학교,서울,초,공립,,서울특별시 용산구 한강대로14길 9 . 서울한강초등학교 (한강로3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울한남초등학교,서울,초,공립,,서울특별시 용산구 한남대로 112 서울한남초등학교 (한남동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울혜화초등학교,서울,초,공립,,서울특별시 종로구 혜화로 32 . 서울혜화초등학교 (혜화동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울효제초등학교,서울,초,공립,,서울특별시 종로구 대학로 12 . 서울효제초등학교 (효제동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울후암초등학교,서울,초,공립,,서울특별시 용산구 두텁바위로 140 . 서울후암초등학교 (후암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울흥인초등학교,서울,초,공립,,서울특별시 중구 청구로6길 11 (신당동.흥인초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신당초등학교,서울,초,공립,,서울특별시 중구 난계로 141 (신당동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
동산초등학교,서울,초,사립,,서울특별시 중구 매봉18길 109 동산초등학교 (신당동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
리라초등학교,서울,초,사립,,서울특별시 중구 소파로2길 7 (예장동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상명대학교사범대학부속초등학교,서울,초,사립,,서울특별시 종로구 홍지문2길 1 . 상명사대부속초등학교 (홍지동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
숭의초등학교,서울,초,사립,,서울특별시 중구 소파로2길 10 (예장동.숭의여자대학),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신광초등학교,서울,초,사립,,서울특별시 용산구 청파로 263 . 신광초등학교 청파동 3가 100 (청파동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
운현초등학교,서울,초,사립,,서울특별시 종로구 삼일대로 460 . (운니동. 운현초등학교 (운니동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울대학교사범대학부설여자중학교,서울,중,국립,여자,서울특별시 종로구 대학로 64 . 서울대학교사범대학부설여자중학교 (이화동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
덕수중학교,서울,중,공립,남여공학,서울 중구 마른내로9길 10 (인현동2가.덕수중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
선린중학교,서울,중,공립,남여공학,서울특별시 용산구 원효로97길 33-4 (청파동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용강중학교,서울,중,공립,남여공학,서울특별시 용산구 이촌로65가길 91 (이촌동),0,,,0,,162.3488888888889,56.13444444444445,91.5,152.0,112.18518518518519,69.44444444444444,,,,,,,,,,,,,,0
용산중학교,서울,중,공립,남자,서울특별시 용산구 두텁바위로 74 (용산동2가),1,2023.0,교육활동 모델교,1,2016.0,,,,,,,,,,,,,,,,,,,,1
청운중학교,서울,중,공립,남자,서울특별시 종로구 창의문로 51 (청운동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
한강중학교,서울,중,공립,남여공학,서울특별시 용산구 녹사평대로 73 (서빙고동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금호여자중학교,서울,중,공립,여자,서울특별시 중구 청구로 6 . 금호여자중학교 본관동(주1) (신당동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장원중학교,서울,중,공립,남여공학,서울특별시 중구 동호로15길 93-34 (신당동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
창덕여자중학교,서울,중,공립,여자,서울특별시 중구 정동길 22 . 창덕여자중학교 (정동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
경신중학교,서울,중,사립,남자,서울특별시 종로구 혜화로 74 (혜화동.경신중고등학교),0,,,0,,167.71395348837208,63.87674418604651,96.25,191.75,109.68,64.88,,,,,,,,,,,,,,0
대경중학교,서울,중,사립,남자,서울특별시 중구 매봉18길 111 (신당동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
대신중학교,서울,중,사립,남자,서울특별시 종로구 사직로 9 (행촌동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동성중학교,서울,중,사립,남자,서울특별시 종로구 대학로 156 동성중학교 (혜화동90-7),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
배문중학교,서울,중,사립,남자,서울특별시 용산구 효창원로 258 . 배문중학교 (서계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오산중학교,서울,중,사립,남자,서울특별시 용산구 보광로7길 17 (보광동.오산중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장충중학교,서울,중,사립,남자,서울특별시 중구 동호로15길 93 (신당동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
중앙중학교,서울,중,사립,남여공학,서울특별시 종로구 창덕궁길 164 중앙중학교 (계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한양중학교,서울,중,사립,남자,서울특별시 중구 을지로 299 (신당동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
환일중학교,서울,중,사립,남자,서울특별시 중구 환일길 47 (만리동2가),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
덕성여자중학교,서울,중,사립,여자,서울특별시 종로구 율곡로3길 49 (송현동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
배화여자중학교,서울,중,사립,여자,서울특별시 종로구 필운대로1길 34 배화여자중학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
보성여자중학교,서울,중,사립,여자,서울특별시 용산구 신흥로3가길 66 (용산동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상명대학교사범대학부속여자중학교,서울,중,사립,여자,서울특별시 종로구 홍지문2길 20 (홍지동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신광여자중학교,서울,중,사립,여자,서울특별시 용산구 청파로 263 (청파동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성심여자중학교,서울,중,사립,여자,서울특별시 용산구 원효로19길 49 . 성심여자중학교 (원효로4가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
