antecedents_str,consequents_str,support,confidence,lift,leverage,conviction
"cate2=고등교육, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)","cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, val_sim_bucket=높은값유사",0.08485772357723577,0.7311733800350262,7.744613627066371,0.07390072460175821,3.3686746908185685
"cate1=교육, col_cnt_bucket=초풍부(21+), domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)","cate2=고등교육, col_type=수치형, val_sim_bucket=높은값유사",0.08485772357723577,0.7731481481481481,7.6001776001776,0.07369249454689669,3.9597312095569936
"cate2=고등교육, col_type=수치형, val_sim_bucket=높은값유사","cate1=교육, col_cnt_bucket=초풍부(21+), domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)",0.08485772357723577,0.8341658341658341,7.6001776001776,0.07369249454689669,5.3682779900088144
"cate2=고등교육, domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8706986444212721,7.588728663512239,0.07367564982814462,6.846519308943086
"cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)","cate2=고등교육, domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7395925597874224,7.588728663512239,0.07367564982814462,3.465878892207289
"cate1=교육, col_type=수치형, rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate2=고등교육, col_cnt_bucket=초풍부(21+), domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8743455497382199,7.566895522800425,0.07364338563355145,7.038757621951218
"cate2=고등교육, col_cnt_bucket=초풍부(21+), domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)","cate1=교육, col_type=수치형, rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7343887423043095,7.566895522800425,0.07364338563355145,3.3995063398481657
"cate2=고등교육, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)","cate1=교육, col_cnt_bucket=초풍부(21+), val_sim_bucket=높은값유사",0.08648373983739838,0.7451838879159369,7.559391192879196,0.0750431704012162,3.537542256865867
"cate1=교육, col_cnt_bucket=초풍부(21+), val_sim_bucket=높은값유사","cate2=고등교육, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)",0.08648373983739838,0.8773195876288661,7.559391192879196,0.0750431704012162,7.205250392840068
"cate1=교육, cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)","domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7884796978281398,7.4746052279661805,0.07350492018639698,4.228966136759582
"domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate1=교육, cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8044315992292871,7.4746052279661805,0.07350492018639698,4.562997116424366
"cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)","domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7884796978281398,7.4746052279661805,0.07350492018639698,4.228966136759582
"domain_spread=대공유(21+), rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8044315992292871,7.4746052279661805,0.07350492018639698,4.562997116424366
"cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)","cate1=교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7899716177861873,7.474346845207772,0.07350452772820411,4.258038526331209
"cate1=교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8028846153846153,7.474346845207771,0.07350452772820411,4.528217330953796
"cate1=교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)",0.08485772357723577,0.8028846153846153,7.460230987143168,0.07348304580606782,4.527186198691253
"cate2=고등교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)","cate1=교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7884796978281398,7.460230987143168,0.07348304580606782,4.228005226480836
"cate2=고등교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)",0.08485772357723577,0.845997973657548,7.419447469510047,0.07342052101923457,5.753012676508341
"cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3)","cate2=고등교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7442067736185383,7.419447469510047,0.07342052101923457,3.5172750063737563
"cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)","cate2=고등교육, val_sim_bucket=높은값유사",0.08485772357723577,0.805984555984556,7.384439507344536,0.0733662998215348,4.591663633054241
"cate2=고등교육, val_sim_bucket=높은값유사","cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, domain_spread=대공유(21+), pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)",0.08485772357723577,0.7774674115456238,7.384439507344535,0.0733662998215348,4.020604143279926
"cate2=고등교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사","cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)",0.08485772357723577,0.845997973657548,7.373445580859409,0.07334916592306166,5.748393372913989
"cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3)","cate2=고등교육, rec_bucket=중(101-1k), val_sim_bucket=높은값유사",0.08485772357723577,0.7395925597874224,7.373445580859409,0.07334916592306166,3.4549516757922674
"cate1=교육, col_cnt_bucket=초풍부(21+), col_type=수치형, pk_bucket=저PK(0-0.3), rec_bucket=중(101-1k)","cate2=고등교육, val_sim_bucket=높은값유사",0.08485772357723577,0.8036573628488931,7.363117737833434,0.0733330234979179,4.537239956958392
