col_id,col_nm,table_id,cate1,cate2,num_cat_flag,pk_ratio,distinct_cnt,null_ratio,same_ratio,rec_cnt,column_cnt,categorical_cnt,numerical_cnt,avg_dom_col,avg_val_col,num_dom_eqn_col,num_dom_inter_col,num_val_eqn_col,num_val_inter_col,inner_tbl_cnt,outer_tbl_cnt,rep_ratio_tbl,common_ratio_tbl,col_table_cnt,inner_col_cnt,pk_bucket,null_bucket,col_type,rec_bucket,col_cnt_bucket,domain_spread,dom_sim_bucket,val_sim_bucket
3361, 5_기타국고지원 ,341,교육,고등교육,0,0.87,292,0.0,1.15,335,251,8,243,0.0069519921865217,0.1012567873611831,0.0,2407.0,0.0,2666.0,789.0,,,,322.0,2735.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3362, 5_지방자치단체 ,341,교육,고등교육,0,0.77,258,0.0,1.3,335,251,8,243,0.012676485043451,0.1594326637704847,0.0,2443.0,0.0,2704.0,789.0,,,,338.0,2776.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3363, 4_산학협력단및학교기업전입금 ,341,교육,고등교육,0,0.37,124,0.0,2.7,335,251,8,243,0.0381175543612479,0.313092213014403,1.0,2405.0,0.0,2669.0,789.0,,,,320.0,2743.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3364, 5_산학협력단전입금 ,341,교육,고등교육,0,0.37,124,0.0,2.7,335,251,8,243,0.0382462467401263,0.3143807546390408,1.0,2404.0,0.0,2672.0,789.0,,,,320.0,2746.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3365, 5_학교기업전입금 ,341,교육,고등교육,0,0.01,4,0.0,83.75,335,251,8,243,0.3739030904235025,0.5487241396983036,1.0,2104.0,0.0,2406.0,789.0,,,,254.0,2621.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),높은유사(0.3-0.6),높은값유사
3366, 3_교육부대수입 ,341,교육,고등교육,0,1.0,334,0.0,1.0,335,251,8,243,0.0044719549664715,0.0071585890770864,1.0,2342.0,0.0,2641.0,789.0,,,,274.0,2670.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3367, 4_입시수수료수입 ,341,교육,고등교육,0,0.92,308,0.0,1.09,335,251,8,243,0.0112309208123465,0.0602022588170982,2.0,2726.0,0.0,2993.0,789.0,,,,480.0,3058.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3368, 5_입학원서대 ,341,교육,고등교육,0,0.02,7,0.0,47.86,335,251,8,243,0.1526981723802314,0.5401742235077451,2.0,2313.0,0.0,2508.0,789.0,,,,268.0,2642.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),중유사(0.1-0.3),높은값유사
3370, 4_증명사용료수입 ,341,교육,고등교육,0,0.99,332,0.0,1.01,335,251,8,243,0.0064924492635336,0.0138336048783809,1.0,2521.0,0.0,2815.0,789.0,,,,393.0,2849.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3371, 5_증명료 ,341,교육,고등교육,0,0.96,323,0.0,1.04,335,251,8,243,0.0183268525203773,0.0351583104942282,2.0,3122.0,0.0,3422.0,789.0,,,,652.0,3469.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3372, 5_대여료및사용료 ,341,교육,고등교육,0,0.95,319,0.0,1.05,335,251,8,243,0.0081921084676365,0.0439666076397672,1.0,2558.0,0.0,2840.0,789.0,,,,426.0,2891.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3373, 4_기타교육부대수입 ,341,교육,고등교육,0,0.85,286,0.0,1.17,335,251,8,243,0.0087902446246157,0.097174773703091,1.0,2880.0,0.0,3139.0,789.0,,,,590.0,3212.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3374, 5_논문심사수입 ,341,교육,고등교육,0,0.53,178,0.0,1.88,335,251,8,243,0.0264571687792661,0.2839306968660202,1.0,2655.0,0.0,2924.0,789.0,,,,465.0,2997.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3375, 5_실습수입 ,341,교육,고등교육,0,0.12,39,0.0,8.59,335,251,8,243,0.0414345469210136,0.490455185666401,1.0,2403.0,0.0,2599.0,789.0,,,,320.0,2734.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3376, 5_기타교육부대수입 ,341,교육,고등교육,0,0.82,274,0.0,1.22,335,251,8,243,0.0097327365035773,0.1189827471553125,1.0,2899.0,0.0,3158.0,789.0,,,,599.0,3232.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3377, 3_교육외수입 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0106627026375524,0.0106627026375524,0.0,741.0,0.0,742.0,789.0,,,,405.0,743.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3378, 4_예금이자수입 ,341,교육,고등교육,0,1.0,334,0.0,1.0,335,251,8,243,0.0224612100410789,0.0225747794144567,1.0,1216.0,1.0,1217.0,789.0,,,,515.0,1223.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3379, 5_예금이자 ,341,교육,고등교육,0,1.0,334,0.0,1.0,335,251,8,243,0.0224612100410789,0.0225747794144567,1.0,1216.0,1.0,1217.0,789.0,,,,515.0,1223.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3380, 5_기금투자자산처분수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3381, 4_기타교육외수입 ,341,교육,고등교육,0,0.99,331,0.0,1.01,335,251,8,243,0.0103250224096145,0.0148414360003473,0.0,2763.0,0.0,3060.0,789.0,,,,522.0,3094.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3382, 5_잡수입 ,341,교육,고등교육,0,0.99,330,0.0,1.02,335,251,8,243,0.0113492597249432,0.0159546429960202,0.0,2778.0,0.0,3075.0,789.0,,,,526.0,3109.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3383, 5_외화환산이익 ,341,교육,고등교육,0,0.05,16,0.0,20.94,335,251,8,243,0.1252025633470831,0.4168233669601316,0.0,2948.0,0.0,3221.0,789.0,,,,645.0,3394.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),중유사(0.1-0.3),높은값유사
3384, 5_외환차익 ,341,교육,고등교육,0,0.02,7,0.0,47.86,335,251,8,243,0.1754394321916829,0.4767270682267223,0.0,2670.0,0.0,2865.0,789.0,,,,494.0,2999.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),중유사(0.1-0.3),높은값유사
3385, 5_투자유가증권처분이익 ,341,교육,고등교육,0,0.02,7,0.0,47.86,335,251,8,243,0.1596858638743455,0.4675744315073845,0.0,2727.0,0.0,2922.0,789.0,,,,538.0,3056.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),중유사(0.1-0.3),높은값유사
3386, 5_투자유가증권평가충당금환입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3387, 5_고정자산처분이익 ,341,교육,고등교육,0,0.44,147,0.0,2.28,335,251,8,243,0.0326607456299999,0.2932108186771257,0.0,3023.0,0.0,3271.0,789.0,,,,631.0,3364.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3388, 5_특별회계사업수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
293,남성 영유아(0-5세),27,공공행정,일반행정,0,1.0,38,0.0,1.0,38,21,3,18,0.1644020181171883,0.1644020181171883,0.0,875.0,0.0,875.0,514.0,,,,397.0,918.0,최고PK(0.9+),완전(0%),수치형,소(≤100),초풍부(21+),대공유(21+),중유사(0.1-0.3),중값유사
2017,데이터기준일,261,공공행정,일반행정,1,0.01,1,0.0,192.0,192,3,2,1,1.0,0.0216145833333333,0.0,0.0,0.0,20.0,372.0,,,,16.0,20.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),협소(≤5),중공유(6-20),최고유사(0.6+),낮은값유사
3389, 5_원금보존기금평가충당금환입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3390, 5_임의기금평가충당금환입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3391, 5_투자유가증권평가이익 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3392, 5_원금보존기금평가이익 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3393, 5_임의기금평가이익 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3394, 5_전기오류수정이익 ,341,교육,고등교육,0,0.07,23,0.0,14.57,335,251,8,243,0.0642468338106937,0.4336447640038955,0.0,2870.0,0.0,3067.0,789.0,,,,600.0,3203.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3395, 4_수익재산수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3396, 5_임대료수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3397, 5_배당금수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3398, 5_임농수산물수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3399, 5_기타수익재산수입 ,341,교육,고등교육,0,0.0,1,0.0,335.0,335,251,8,243,1.0,0.5603552389625909,326.0,0.0,65.0,1599.0,789.0,,,,222.0,2573.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),최고유사(0.6+),높은값유사
3400, 3_고유목적사업준비금환입액 ,341,교육,고등교육,0,0.44,146,0.0,2.29,335,251,8,243,0.0095521942528253,0.3320923472525015,0.0,2609.0,0.0,2848.0,789.0,,,,469.0,2937.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3401, 2_운영비용 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.5014925373134328,0.5014925373134328,0.0,1.0,0.0,1.0,789.0,,,,2.0,2.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),소공유(2-5),높은유사(0.3-0.6),높은값유사
3402, 3_보수 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.3139303482587064,0.3139303482587064,0.0,5.0,0.0,5.0,789.0,,,,5.0,6.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),소공유(2-5),높은유사(0.3-0.6),높은값유사
2018,연번,262,공공행정,일반행정,0,1.0,25,0.0,1.0,25,6,5,1,0.3190889180902321,0.3190889180902321,5.0,1648.0,4.0,1862.0,663.0,,,,642.0,2283.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),높은유사(0.3-0.6),높은값유사
2019,소관부서,262,공공행정,일반행정,1,0.16,4,0.0,6.25,25,6,5,1,0.2777777777777778,0.1511111111111111,0.0,9.0,0.0,9.0,663.0,,,,9.0,9.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),중유사(0.1-0.3),중값유사
207,시군명,14,공공행정,일반행정,1,0.01,1,0.0,117.0,117,5,4,1,1.0,0.1071663379355687,0.0,0.0,0.0,12.0,558.0,,,,12.0,13.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),협소(≤5),중공유(6-20),최고유사(0.6+),중값유사
208,읍면,14,공공행정,일반행정,1,0.09,11,0.0,10.64,117,5,4,1,,,,,,,558.0,,,,,,저PK(0-0.3),완전(0%),범주형,중(101-1k),협소(≤5),단독,낮은유사(0-0.1),낮은값유사
646,부과번호,77,공공행정,일반행정,1,1.0,40435,0.0,1.0,40439,12,9,3,2.47310498331e-05,0.0001236430178788,0.0,1.0,0.0,1.0,674.0,,,,1.0,1.0,최고PK(0.9+),완전(0%),범주형,초대(10k+),풍부(11-20),단독,낮은유사(0-0.1),낮은값유사
647,원인자부담금종류,77,공공행정,일반행정,1,0.0,6,0.0,6739.83,40439,12,9,3,,,,,,,674.0,,,,,,저PK(0-0.3),완전(0%),범주형,초대(10k+),풍부(11-20),단독,낮은유사(0-0.1),낮은값유사
3403, 4_교원보수 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.1420042643923241,0.1420042643923241,0.0,13.0,0.0,13.0,789.0,,,,5.0,14.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),소공유(2-5),중유사(0.1-0.3),중값유사
3404, 5_교원급여 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0127237117579523,0.0127237117579523,0.0,220.0,0.0,220.0,789.0,,,,24.0,221.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3405, 5_교원상여금 ,341,교육,고등교육,0,0.57,190,0.0,1.76,335,251,8,243,0.010982558811073,0.2911299391848366,1.0,2401.0,0.0,2662.0,789.0,,,,322.0,2734.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3406, 5_교원각종수당 ,341,교육,고등교육,0,0.99,330,0.0,1.02,335,251,8,243,0.0046031966001478,0.0176795140152894,1.0,2296.0,0.0,2585.0,789.0,,,,250.0,2624.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3407, 5_교원법정부담금(3) ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.038085434894493,0.038085434894493,0.0,115.0,0.0,115.0,789.0,,,,54.0,116.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3408, 6_교원사학연금부담금(3) ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0139028613836892,0.0139028613836892,0.0,723.0,0.0,723.0,789.0,,,,82.0,724.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3409, 6_교원국민연금부담금(3) ,341,교육,고등교육,0,0.89,297,0.0,1.13,335,251,8,243,0.0104780104780104,0.0908504162235505,1.0,2521.0,0.0,2783.0,789.0,,,,366.0,2849.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3410, 6_교원건강보험부담금(3) ,341,교육,고등교육,0,0.99,332,0.0,1.01,335,251,8,243,0.0069223868018142,0.0147884122074845,1.0,2331.0,0.0,2625.0,789.0,,,,274.0,2659.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
648,부과금액,77,공공행정,일반행정,0,0.22,8901,0.0,4.54,40439,12,9,3,0.0031448647281071,0.0013252662267831,0.0,2804.0,0.0,3117.0,674.0,,,,497.0,3175.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),풍부(11-20),대공유(21+),낮은유사(0-0.1),낮은값유사
3411, 6_교원산재_고용보험부담금(3) ,341,교육,고등교육,0,0.88,295,0.0,1.14,335,251,8,243,0.012199658712435,0.0877944366867507,1.0,2758.0,0.0,3022.0,789.0,,,,522.0,3089.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3412, 6_교원퇴직수당(3) ,341,교육,고등교육,0,0.79,265,0.0,1.26,335,251,8,243,0.0086678663103019,0.1477224676058696,1.0,2524.0,0.0,2781.0,789.0,,,,396.0,2852.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3413, 5_시간강의료 ,341,교육,고등교육,0,0.95,318,0.0,1.05,335,251,8,243,0.00568092912676,0.0464931192533433,1.0,2363.0,0.0,2640.0,789.0,,,,292.0,2693.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3414, 5_특별강의료 ,341,교육,고등교육,0,0.9,303,0.0,1.11,335,251,8,243,0.0109770836238553,0.0719056127811646,1.0,2509.0,0.0,2775.0,789.0,,,,383.0,2840.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3415, 5_교원퇴직금 ,341,교육,고등교육,0,0.84,282,0.0,1.19,335,251,8,243,0.0094946424733658,0.1217850143223277,1.0,2442.0,0.0,2702.0,789.0,,,,336.0,2772.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3416, 5_조교인건비 ,341,교육,고등교육,0,0.61,203,0.0,1.65,335,251,8,243,0.0067269705371446,0.2776994691432403,1.0,2298.0,0.0,2555.0,789.0,,,,253.0,2626.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3417, 4_직원보수 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0534251817833907,0.0534251817833907,0.0,38.0,0.0,38.0,789.0,,,,20.0,39.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),중공유(6-20),낮은유사(0-0.1),낮은값유사
3418, 5_직원급여 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0307720655979362,0.0307720655979362,0.0,80.0,0.0,80.0,789.0,,,,37.0,81.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3419, 5_직원상여금 ,341,교육,고등교육,0,0.53,177,0.0,1.89,335,251,8,243,0.0120875220262921,0.318026546400384,0.0,2344.0,0.0,2602.0,789.0,,,,285.0,2674.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3420, 5_직원각종수당 ,341,교육,고등교육,0,0.99,331,0.0,1.01,335,251,8,243,0.0057733701434591,0.0155369391122803,0.0,2501.0,0.0,2792.0,789.0,,,,392.0,2831.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3421, 5_직원법정부담금(4) ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0286601673712363,0.0286601673712363,0.0,172.0,0.0,172.0,789.0,,,,72.0,173.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3422, 6_직원사학연금부담금(4) ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0063378516153833,0.0063378516153833,0.0,2351.0,0.0,2665.0,789.0,,,,282.0,2679.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3423, 6_직원국민연금부담금(4) ,341,교육,고등교육,0,0.93,310,0.0,1.08,335,251,8,243,0.0118870858244092,0.0627402701360813,0.0,2615.0,0.0,2881.0,789.0,,,,439.0,2946.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3424, 6_직원건강보험부담금(4) ,341,교육,고등교육,0,0.99,333,0.0,1.01,335,251,8,243,0.0069013663109604,0.0121077270474197,0.0,2380.0,0.0,2678.0,789.0,,,,309.0,2710.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3425, 6_직원산재_고용보험부담금(4) ,341,교육,고등교육,0,0.93,310,0.0,1.08,335,251,8,243,0.0136118146992945,0.0582670682925411,0.0,2750.0,0.0,3024.0,789.0,,,,513.0,3082.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3426, 6_직원퇴직수당(4) ,341,교육,고등교육,0,0.7,235,0.0,1.43,335,251,8,243,0.013966476352416,0.2034220903748567,0.0,2575.0,0.0,2832.0,789.0,,,,417.0,2903.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3427, 5_임시직인건비 ,341,교육,고등교육,0,0.76,256,0.0,1.31,335,251,8,243,0.0072642074631975,0.1611449769297981,0.0,2593.0,0.0,2850.0,789.0,,,,435.0,2921.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),중값유사
3428, 5_노임 ,341,교육,고등교육,0,0.46,154,0.0,2.18,335,251,8,243,0.0246186283021208,0.3271649935859583,0.0,2596.0,0.0,2839.0,789.0,,,,412.0,2932.0,중PK(0.3-0.7),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3429, 5_직원퇴직금 ,341,교육,고등교육,0,0.93,313,0.0,1.07,335,251,8,243,0.0069135866699143,0.0585149750875526,0.0,2374.0,0.0,2646.0,789.0,,,,301.0,2702.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3430, 3_관리운영비 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0752238805970149,0.0752238805970149,0.0,14.0,0.0,14.0,789.0,,,,9.0,15.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),중공유(6-20),낮은유사(0-0.1),낮은값유사
3431, 4_시설관리비 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0405543710021321,0.0405543710021321,0.0,69.0,0.0,69.0,789.0,,,,47.0,70.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3432, 5_건축물관리비 ,341,교육,고등교육,0,0.96,323,0.0,1.04,335,251,8,243,0.006912229491808,0.0353099658127914,0.0,2452.0,0.0,2732.0,789.0,,,,354.0,2781.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3433, 5_장비관리비 ,341,교육,고등교육,0,1.0,334,0.0,1.0,335,251,8,243,0.0062618603495001,0.0086761602047138,0.0,2635.0,0.0,2934.0,789.0,,,,469.0,2963.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3434, 5_조경관리비 ,341,교육,고등교육,0,0.87,291,0.0,1.15,335,251,8,243,0.016721610422558,0.0907630557949111,0.0,3013.0,0.0,3272.0,789.0,,,,618.0,3343.0,고PK(0.7-0.9),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3435, 5_박물관관리비 ,341,교육,고등교육,0,0.18,59,0.0,5.68,335,251,8,243,0.033886093879744,0.4615090971654695,2.0,2444.0,0.0,2641.0,789.0,,,,346.0,2776.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),높은값유사
3436, 5_시설용역비 ,341,교육,고등교육,0,0.98,328,0.0,1.02,335,251,8,243,0.0056119145262249,0.0230605820455245,0.0,2384.0,0.0,2671.0,789.0,,,,300.0,2712.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3437, 5_보험료 ,341,교육,고등교육,0,1.0,335,0.0,1.0,335,251,8,243,0.0307612654431193,0.0307612654431193,0.0,835.0,0.0,835.0,789.0,,,,299.0,836.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3438, 5_리스임차료 ,341,교육,고등교육,0,0.95,318,0.0,1.05,335,251,8,243,0.0079018082318964,0.046778174422423,0.0,2488.0,0.0,2765.0,789.0,,,,385.0,2818.0,최고PK(0.9+),완전(0%),수치형,중(101-1k),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
