col_id,col_nm,table_id,cate1,cate2,num_cat_flag,pk_ratio,distinct_cnt,null_ratio,same_ratio,rec_cnt,column_cnt,categorical_cnt,numerical_cnt,avg_dom_col,avg_val_col,num_dom_eqn_col,num_dom_inter_col,num_val_eqn_col,num_val_inter_col,inner_tbl_cnt,outer_tbl_cnt,rep_ratio_tbl,common_ratio_tbl,col_table_cnt,inner_col_cnt,pk_bucket,null_bucket,col_type,rec_bucket,col_cnt_bucket,domain_spread,dom_sim_bucket,val_sim_bucket
4464,학년도,371,교육,고등교육,0,0.0,8,0.0,16146.0,129168,32,20,9,0.5008038585209004,0.016913365499623,1.0,163.0,0.0,243.0,823.0,,,,219.0,311.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),높은유사(0.3-0.6),낮은값유사
4467,분반,371,교육,고등교육,0,0.0,2,0.0,64584.0,129168,32,20,9,0.7988439306358381,0.0039871048431616,23.0,656.0,0.0,1677.0,823.0,,,,563.0,1730.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),최고유사(0.6+),낮은값유사
4472,제출종료일,371,교육,고등교육,1,0.0,371,0.0,348.16,129168,32,20,9,0.0825504838495868,0.0059964859590661,0.0,292.0,0.0,299.0,823.0,,,,194.0,305.0,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
4484,삭제여부_1,371,교육,고등교육,1,0.0,2,0.0,25030.0,129168,32,20,9,0.7699386503067485,0.0167733237885278,87.0,20.0,0.0,96.0,823.0,,,,81.0,163.0,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),대공유(21+),최고유사(0.6+),낮은값유사
6768,학교급명,588,교육,유아및초·중등교육,1,0.0,16,0.0,7793.25,124692,34,3,31,0.1673387096774193,0.0112693159816756,0.0,21.0,0.0,21.0,809.0,,,,28.0,31.0,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),대공유(21+),중유사(0.1-0.3),낮은값유사
1784,업종명,228,공공행정,일반행정,1,0.02,20,0.0,59.45,1189,5,3,2,0.2458333333333333,0.1846790019624334,0.0,10.0,0.0,12.0,69.0,,,,11.0,12.0,저PK(0-0.3),완전(0%),범주형,대(1k-10k),협소(≤5),중공유(6-20),중유사(0.1-0.3),중값유사
3203,주 매핑아이디,330,교육,고등교육,1,1.0,7,0.0,1.0,7,9,5,0,,,,,,,59.0,,,,,,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
3204,기업아이디,330,교육,고등교육,1,0.86,6,0.0,1.17,7,9,5,0,,,,,,,59.0,,,,,,고PK(0.7-0.9),완전(0%),범주형,소(≤100),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
3205,훈련과정아이디,330,교육,고등교육,1,0.86,6,0.0,1.17,7,9,5,0,,,,,,,59.0,,,,,,고PK(0.7-0.9),완전(0%),범주형,소(≤100),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
3206,삭제여부 디폴트 N,330,교육,고등교육,1,0.14,1,0.0,7.0,7,9,5,0,1.0,0.8594470046082949,25.0,0.0,0.0,23.0,59.0,,,,59.0,124.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),대공유(21+),최고유사(0.6+),최고값유사
3207,등록일,330,교육,고등교육,1,1.0,7,0.0,1.0,7,9,5,0,,,,,,,59.0,,,,,,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
6782,기타행정활동수입금액,588,교육,유아및초·중등교육,0,0.7,87734,0.0,1.42,124692,34,3,31,0.000449444521583,0.0033979604533449,0.0,3283.0,0.0,3498.0,809.0,,,,737.0,3960.0,중PK(0.3-0.7),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6783,학교별순세계잉여금_지출금액,588,교육,유아및초·중등교육,0,1.0,124499,0.0,1.0,124692,34,3,31,0.0003850742136192,0.0013089687723809,0.0,2316.0,0.0,2572.0,809.0,,,,264.0,2643.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6784,학교별순세계잉여금_최초예산금액,588,교육,유아및초·중등교육,0,0.97,121465,0.0,1.03,124692,34,3,31,8.56549887205e-05,0.0005125819541693,0.0,2268.0,0.0,2526.0,809.0,,,,236.0,2596.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6785,이자수입금액,588,교육,유아및초·중등교육,0,0.84,104752,0.0,1.19,124692,34,3,31,0.0001997661554661,0.0033542415138672,0.0,3083.0,0.0,3098.0,809.0,,,,661.0,3428.0,고PK(0.7-0.9),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6786,학교별순세계잉여금_최종예산금액,588,교육,유아및초·중등교육,0,0.98,122652,0.0,1.02,124692,34,3,31,6.07977564347e-05,0.0004385920764418,0.0,2264.0,0.0,2521.0,809.0,,,,236.0,2591.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6787,순세계잉여금액,588,교육,유아및초·중등교육,0,0.99,123695,0.0,1.01,124692,34,3,31,0.0002571399337176,0.0014865624905092,0.0,3273.0,0.0,3475.0,809.0,,,,708.0,3755.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6788,학교별순세계잉여금_다음년도사고이월금액,588,교육,유아및초·중등교육,0,0.06,8001,0.0,15.58,124692,34,3,31,0.0013425283826033,0.0063939177033498,0.0,2920.0,0.0,2935.0,809.0,,,,594.0,3262.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6789,학교별순세계잉여금_다음년도계속비이월금액,588,교육,유아및초·중등교육,0,0.04,4993,0.0,24.97,124692,34,3,31,0.0011470335756194,0.0076551158928756,0.0,2384.0,0.0,2392.0,809.0,,,,306.0,2712.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6790,학교별순세계잉여금_다음년도명시이월금액,588,교육,유아및초·중등교육,0,0.55,69162,0.0,1.8,124692,34,3,31,0.0007340737872525,0.0049925677523306,0.0,3178.0,0.0,3207.0,809.0,,,,687.0,3548.0,중PK(0.3-0.7),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3233,진도체크방식,333,교육,고등교육,1,0.0,1,0.0,210.0,465,20,8,8,1.0,0.0670250896057347,0.0,0.0,0.0,6.0,797.0,,,,6.0,6.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),중공유(6-20),최고유사(0.6+),낮은값유사
6791,다음년도총이월금액,588,교육,유아및초·중등교육,0,0.6,74279,0.0,1.68,124692,34,3,31,0.0007207572724376,0.0050498340443873,0.0,3048.0,0.0,3072.0,809.0,,,,634.0,3407.0,중PK(0.3-0.7),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6792,원가통계순세계잉여금액,588,교육,유아및초·중등교육,0,0.87,108624,0.0,1.15,124692,34,3,31,0.0002804635955712,0.0032787284543172,0.0,3253.0,0.0,3274.0,809.0,,,,685.0,3608.0,고PK(0.7-0.9),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3217,순번,332,교육,고등교육,0,1.0,7,0.0,1.0,7,6,4,2,0.5512758004225581,0.5512758004225581,0.0,563.0,0.0,570.0,454.0,,,,433.0,879.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),높은유사(0.3-0.6),높은값유사
3218,제목,332,교육,고등교육,1,1.0,7,0.0,1.0,7,6,4,2,1.0,1.0,1.0,0.0,1.0,0.0,454.0,,,,0.0,1.0,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),,최고유사(0.6+),최고값유사
2341,그룹명,293,공공행정,일반행정,1,0.16,8,0.0,6.25,50,5,4,1,0.125,0.02,0.0,2.0,0.0,2.0,692.0,,,,1.0,2.0,저PK(0-0.3),완전(0%),범주형,소(≤100),협소(≤5),단독,중유사(0.1-0.3),낮은값유사
2342,코드명,293,공공행정,일반행정,1,0.98,49,0.0,1.02,50,5,4,1,0.064039408866995,0.0634482758620689,0.0,29.0,0.0,29.0,692.0,,,,25.0,29.0,최고PK(0.9+),완전(0%),범주형,소(≤100),협소(≤5),대공유(21+),낮은유사(0-0.1),낮은값유사
2343,코드약칭,293,공공행정,일반행정,1,0.98,49,0.0,1.02,50,5,4,1,0.0578231292517006,0.0573333333333333,0.0,30.0,0.0,30.0,692.0,,,,25.0,30.0,최고PK(0.9+),완전(0%),범주형,소(≤100),협소(≤5),대공유(21+),낮은유사(0-0.1),낮은값유사
2344,사용여부,293,공공행정,일반행정,1,0.04,2,0.0,25.0,50,5,4,1,0.7699386503067485,0.5468711656441718,87.0,20.0,0.0,93.0,692.0,,,,81.0,163.0,저PK(0-0.3),완전(0%),범주형,소(≤100),협소(≤5),대공유(21+),최고유사(0.6+),높은값유사
3219,내용,332,교육,고등교육,1,1.0,7,0.0,1.0,7,6,4,2,1.0,1.0,1.0,0.0,1.0,0.0,454.0,,,,0.0,1.0,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),,최고유사(0.6+),최고값유사
3220,조회수,332,교육,고등교육,0,1.0,7,0.0,1.0,7,6,4,2,0.4868619752340682,0.4868619752340682,0.0,357.0,0.0,358.0,454.0,,,,277.0,473.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),높은유사(0.3-0.6),높은값유사
3221,입력일자,332,교육,고등교육,1,0.86,6,0.0,1.17,7,6,4,2,0.5833333333333334,0.5714285714285714,1.0,1.0,1.0,1.0,454.0,,,,1.0,2.0,고PK(0.7-0.9),완전(0%),범주형,소(≤100),표준(6-10),단독,높은유사(0.3-0.6),높은값유사
3222,수정일자,332,교육,고등교육,1,0.86,6,0.0,1.17,7,6,4,2,0.5833333333333334,0.5714285714285714,1.0,1.0,1.0,1.0,454.0,,,,1.0,2.0,고PK(0.7-0.9),완전(0%),범주형,소(≤100),표준(6-10),단독,높은유사(0.3-0.6),높은값유사
6793,학교별순세계잉여금_수납금액,588,교육,유아및초·중등교육,0,0.99,123559,0.0,1.01,124692,34,3,31,0.0003999368365439,0.0025065493470374,1.0,2255.0,1.0,2265.0,809.0,,,,229.0,2583.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6794,학교별순세계잉여금_보조금반환확정금액,588,교육,유아및초·중등교육,0,0.14,16926,0.0,7.37,124692,34,3,31,0.0013234597569435,0.0057366646991461,0.0,3259.0,0.0,3294.0,809.0,,,,674.0,3637.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6795,학교운영지원금액,588,교육,유아및초·중등교육,0,0.18,22015,0.0,5.66,124692,34,3,31,0.0001918326026963,0.0072694801976022,0.0,2413.0,0.0,2422.0,809.0,,,,322.0,2742.0,저PK(0-0.3),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6796,학교운영비전입금액,588,교육,유아및초·중등교육,0,0.72,89738,0.0,1.39,124692,34,3,31,0.0001233633350827,0.0054038704345077,0.0,2259.0,0.0,2266.0,809.0,,,,231.0,2586.0,고PK(0.7-0.9),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
6797,학교별순세계잉여금_추경예산금액,588,교육,유아및초·중등교육,0,0.95,118619,0.0,1.05,124692,34,3,31,0.0001348701907403,0.0017773882823817,0.0,2396.0,0.0,2513.0,809.0,,,,309.0,2728.0,최고PK(0.9+),완전(0%),수치형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3223,학년도,333,교육,고등교육,0,0.02,9,0.0,51.67,465,20,8,8,0.2742215900110636,0.0798635647532082,0.0,571.0,0.0,661.0,797.0,,,,230.0,703.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
3224,학기,333,교육,고등교육,0,0.01,4,0.0,116.25,465,20,8,8,0.6256620762711864,0.0912919172589757,20.0,1113.0,0.0,1758.0,797.0,,,,581.0,1888.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),최고유사(0.6+),낮은값유사
3225,온라인과정구분,333,교육,고등교육,0,0.01,3,0.0,155.0,465,20,8,8,0.7191666666666667,0.0315537634408602,0.0,197.0,0.0,398.0,797.0,,,,242.0,400.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),최고유사(0.6+),낮은값유사
3226,전체학습시작일,333,교육,고등교육,1,0.06,29,0.0,16.03,465,20,8,8,0.1407092662199706,0.0391479386434286,0.0,207.0,0.0,211.0,797.0,,,,140.0,211.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
3227,전체학습종료일,333,교육,고등교육,1,0.07,34,0.0,13.68,465,20,8,8,0.1397058823529411,0.0523521505376344,0.0,126.0,0.0,128.0,797.0,,,,94.0,128.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
3235,주차,333,교육,고등교육,0,0.03,15,0.0,14.0,465,20,8,8,0.393992878154513,0.0563954272358149,7.0,1514.0,0.0,1996.0,797.0,,,,624.0,2153.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),높은유사(0.3-0.6),낮은값유사
3228,주차학습타입,333,교육,고등교육,1,0.0,2,0.0,232.5,465,20,8,8,0.5,0.0021505376344086,0.0,1.0,0.0,1.0,797.0,,,,1.0,1.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),단독,높은유사(0.3-0.6),낮은값유사
3229,주차학습기간,333,교육,고등교육,0,0.0,1,0.0,210.0,465,20,8,8,1.0,0.0955004135649296,0.0,0.0,0.0,130.0,797.0,,,,53.0,130.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),최고유사(0.6+),낮은값유사
3230,결석기준진도율,333,교육,고등교육,0,0.0,2,0.0,210.0,465,20,8,8,0.5,0.0261404588204271,0.0,367.0,0.0,367.0,797.0,,,,246.0,367.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),높은유사(0.3-0.6),낮은값유사
3231,출석기준진도율,333,교육,고등교육,0,0.0,2,0.0,210.0,465,20,8,8,0.5,0.0261404588204271,0.0,367.0,0.0,367.0,797.0,,,,246.0,367.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),높은유사(0.3-0.6),낮은값유사
3232,차시기준시간,333,교육,고등교육,0,0.0,1,0.0,210.0,465,20,8,8,1.0,0.0239131351465317,0.0,0.0,0.0,510.0,797.0,,,,340.0,510.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),최고유사(0.6+),낮은값유사
3236,학습시작일,333,교육,고등교육,1,0.66,307,0.0,1.41,465,20,8,8,0.0466312360706326,0.0359554800980947,0.0,251.0,0.0,285.0,797.0,,,,188.0,285.0,중PK(0.3-0.7),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),낮은유사(0-0.1),낮은값유사
3237,학습종료일,333,교육,고등교육,1,0.66,305,0.0,1.42,465,20,8,8,0.0587502268465307,0.0440344403444034,0.0,252.0,0.0,270.0,797.0,,,,177.0,271.0,중PK(0.3-0.7),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),낮은유사(0-0.1),낮은값유사
3238,주차정보_삭제여부,333,교육,고등교육,1,0.0,1,0.0,195.0,465,20,8,8,1.0,0.1737946583420048,25.0,0.0,0.0,116.0,797.0,,,,59.0,124.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),최고유사(0.6+),중값유사
3644,삭제여부_2,352,교육,고등교육,1,0.0,1,0.0,55.0,94407,26,13,10,1.0,0.0003557862200623,25.0,0.0,0.0,118.0,835.0,,,,59.0,124.0,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),대공유(21+),최고유사(0.6+),낮은값유사
3645,과제제출아이디,352,교육,고등교육,1,0.02,2336,0.0,1.0,94407,26,13,10,,,,,,,835.0,,,,,,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),단독,낮은유사(0-0.1),낮은값유사
3623,과제아이디,352,교육,고등교육,1,0.05,4981,0.0,18.95,94407,26,13,10,,,,,,,835.0,,,,,,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),단독,낮은유사(0-0.1),낮은값유사
3624,과제제목,352,교육,고등교육,1,0.04,3543,0.0,26.84,94407,26,13,10,0.000485313176544,1.88749745963e-05,0.0,1729.0,0.0,1782.0,835.0,,,,580.0,1793.0,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),대공유(21+),낮은유사(0-0.1),낮은값유사
3625,첨부파일아이디,352,교육,고등교육,1,0.03,2939,0.0,19.95,94407,26,13,10,,,,,,,835.0,,,,,,저PK(0-0.3),완전(0%),범주형,초대(10k+),초풍부(21+),단독,낮은유사(0-0.1),낮은값유사
6798,강좌명,589,교육,유아및초·중등교육,1,0.98,158,0.0,1.03,162,12,10,2,,,,,,,710.0,,,,,,최고PK(0.9+),완전(0%),범주형,중(101-1k),풍부(11-20),단독,낮은유사(0-0.1),낮은값유사
6799,정원,589,교육,유아및초·중등교육,0,0.07,12,0.0,13.5,162,12,10,2,0.3497068930665049,0.0870673584439503,0.0,1506.0,0.0,1642.0,710.0,,,,596.0,1649.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),높은유사(0.3-0.6),낮은값유사
6800,신청시작일,589,교육,유아및초·중등교육,1,0.13,21,0.0,7.71,162,12,10,2,0.2037518037518037,0.0601945379723157,0.0,159.0,0.0,165.0,710.0,,,,110.0,165.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
3262,매핑아이디,338,교육,고등교육,1,1.0,3680,0.0,1.0,3680,6,3,3,,,,,,,706.0,,,,,,최고PK(0.9+),완전(0%),범주형,대(1k-10k),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
3263,학년도,338,교육,고등교육,0,0.0,6,0.0,613.33,3680,6,3,3,0.6370967741935484,0.1174329417952314,0.0,124.0,0.0,237.0,706.0,,,,179.0,248.0,저PK(0-0.3),완전(0%),수치형,대(1k-10k),표준(6-10),대공유(21+),최고유사(0.6+),중값유사
3264,학기,338,교육,고등교육,0,0.0,4,0.0,920.0,3680,6,3,3,0.6256620762711864,0.0395897142133382,20.0,1113.0,0.0,1789.0,706.0,,,,581.0,1888.0,저PK(0-0.3),완전(0%),수치형,대(1k-10k),표준(6-10),대공유(21+),최고유사(0.6+),낮은값유사
3265,교과목코드,338,교육,고등교육,1,0.09,346,0.0,10.64,3680,6,3,3,0.1213872832369942,0.0836120401337792,0.0,11.0,0.0,13.0,706.0,,,,11.0,13.0,저PK(0-0.3),완전(0%),범주형,대(1k-10k),표준(6-10),중공유(6-20),중유사(0.1-0.3),낮은값유사
3266,분반,338,교육,고등교육,0,0.01,34,0.0,108.24,3680,6,3,3,0.2787642576082084,0.0358318300629532,2.0,1705.0,0.0,2041.0,706.0,,,,650.0,2362.0,저PK(0-0.3),완전(0%),수치형,대(1k-10k),표준(6-10),대공유(21+),중유사(0.1-0.3),낮은값유사
3267,삭제여부,338,교육,고등교육,1,0.0,1,0.0,3680.0,3680,6,3,3,1.0,0.1635650420757363,25.0,0.0,0.0,103.0,706.0,,,,59.0,124.0,저PK(0-0.3),완전(0%),범주형,대(1k-10k),표준(6-10),대공유(21+),최고유사(0.6+),중값유사
6801,신청마감일,589,교육,유아및초·중등교육,1,0.22,35,0.0,4.63,162,12,10,2,0.2056179775280898,0.082535719239839,0.0,174.0,0.0,178.0,710.0,,,,112.0,178.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
6802,교육시작일,589,교육,유아및초·중등교육,1,0.21,34,0.0,4.76,162,12,10,2,0.1639596136962247,0.0751335913027455,0.0,128.0,0.0,133.0,710.0,,,,89.0,134.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
6803,교육종료일,589,교육,유아및초·중등교육,1,0.21,34,0.0,4.76,162,12,10,2,0.1687526074259491,0.0764819192715173,0.0,137.0,0.0,141.0,710.0,,,,96.0,141.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
6804,교육시간,589,교육,유아및초·중등교육,1,0.14,22,0.0,7.36,162,12,10,2,0.0681818181818181,0.019400352733686,0.0,12.0,0.0,14.0,710.0,,,,14.0,14.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),중공유(6-20),낮은유사(0-0.1),낮은값유사
6805,교육장소,589,교육,유아및초·중등교육,1,0.07,11,0.0,14.73,162,12,10,2,,,,,,,710.0,,,,,,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),단독,낮은유사(0-0.1),낮은값유사
6806,교육일,589,교육,유아및초·중등교육,1,0.03,5,0.0,32.4,162,12,10,2,0.2,0.0061728395061728,0.0,1.0,0.0,1.0,710.0,,,,1.0,1.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),단독,중유사(0.1-0.3),낮은값유사
6807,교육대상,589,교육,유아및초·중등교육,1,0.02,3,0.0,54.0,162,12,10,2,0.3666666666666666,0.0551440329218107,0.0,29.0,0.0,30.0,710.0,,,,25.0,30.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),대공유(21+),높은유사(0.3-0.6),낮은값유사
6808,금액,589,교육,유아및초·중등교육,0,0.06,9,0.0,18.0,162,12,10,2,0.2258489943949884,0.0678004908964355,0.0,2330.0,0.0,2652.0,710.0,,,,294.0,2696.0,저PK(0-0.3),완전(0%),수치형,중(101-1k),풍부(11-20),대공유(21+),중유사(0.1-0.3),낮은값유사
6809,데이터기준일자,589,교육,유아및초·중등교육,1,0.01,1,0.0,162.0,162,12,10,2,1.0,0.117758784425451,0.0,0.0,0.0,12.0,710.0,,,,13.0,13.0,저PK(0-0.3),완전(0%),범주형,중(101-1k),풍부(11-20),중공유(6-20),최고유사(0.6+),중값유사
6810,구분,590,교육,유아및초·중등교육,1,1.0,10,0.0,1.0,10,9,1,8,0.6166666666666667,0.6166666666666667,0.0,7.0,0.0,7.0,643.0,,,,11.0,12.0,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),최고유사(0.6+),최고값유사
6811,2023년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.1134288947566955,0.1134288947566955,0.0,2324.0,0.0,2638.0,643.0,,,,274.0,2651.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6812,2022년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.2418454935622317,0.2418454935622317,0.0,442.0,0.0,442.0,643.0,,,,295.0,466.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6813,2021년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.129190385831752,0.129190385831752,0.0,2831.0,0.0,3146.0,643.0,,,,589.0,3162.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6814,2020년,590,교육,유아및초·중등교육,0,0.9,9,0.0,1.11,10,9,1,8,0.1499123842220076,0.2126488574187319,0.0,2778.0,0.0,3077.0,643.0,,,,545.0,3107.0,고PK(0.7-0.9),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6815,2019년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.2804651162790698,0.2804651162790698,0.0,195.0,0.0,195.0,643.0,,,,138.0,215.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6816,2018년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.2285123966942149,0.2285123966942149,0.0,222.0,0.0,222.0,643.0,,,,161.0,242.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6817,2017년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.2548872180451128,0.2548872180451128,0.0,245.0,0.0,245.0,643.0,,,,153.0,266.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),중유사(0.1-0.3),중값유사
6818,2016년,590,교육,유아및초·중등교육,0,1.0,10,0.0,1.0,10,9,1,8,0.3186602870813397,0.3186602870813397,0.0,187.0,0.0,187.0,643.0,,,,137.0,209.0,최고PK(0.9+),완전(0%),수치형,소(≤100),표준(6-10),대공유(21+),높은유사(0.3-0.6),높은값유사
6819,기관명,591,교육,유아및초·중등교육,1,0.04,1,0.0,24.0,24,6,6,0,1.0,0.5229166666666667,0.0,0.0,0.0,11.0,56.0,,,,19.0,20.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),최고유사(0.6+),높은값유사
6820,학교명,591,교육,유아및초·중등교육,1,1.0,24,0.0,1.0,24,6,6,0,0.1541666666666666,0.1541666666666666,0.0,10.0,0.0,10.0,56.0,,,,10.0,10.0,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),중유사(0.1-0.3),중값유사
6821,설립,591,교육,유아및초·중등교육,1,0.08,2,0.0,12.0,24,6,6,0,0.890625,0.6510416666666666,10.0,4.0,0.0,19.0,56.0,,,,28.0,32.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),대공유(21+),최고유사(0.6+),최고값유사
6822,행정구,591,교육,유아및초·중등교육,1,0.08,2,0.0,12.0,24,6,6,0,0.9583333333333334,0.5625,1.0,1.0,0.0,8.0,56.0,,,,12.0,12.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),최고유사(0.6+),높은값유사
6823,학교전화번호,591,교육,유아및초·중등교육,1,1.0,24,0.0,1.0,24,6,6,0,,,,,,,56.0,,,,,,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),단독,낮은유사(0-0.1),낮은값유사
6824,도로명주소,591,교육,유아및초·중등교육,1,1.0,24,0.0,1.0,24,6,6,0,0.2083333333333333,0.2083333333333333,0.0,1.0,0.0,1.0,56.0,,,,1.0,1.0,최고PK(0.9+),완전(0%),범주형,소(≤100),표준(6-10),단독,중유사(0.1-0.3),중값유사
6825,과목,592,교육,유아및초·중등교육,1,0.02,1,0.0,42.0,42,6,6,0,1.0,0.2991071428571428,0.0,0.0,0.0,13.0,12.0,,,,11.0,16.0,저PK(0-0.3),완전(0%),범주형,소(≤100),표준(6-10),중공유(6-20),최고유사(0.6+),중값유사
